
   INFO  Server running on [http://0.0.0.0:8081].  

  Press Ctrl+C to stop the server
  2026-06-20 08:57:13 /api/v1/admin/menu-config .................... ~ 0.29ms
  2026-06-20 08:57:13 /api/v1/user/profiles ........................ ~ 0.39ms
  2026-06-20 08:57:13 /api/v1/user/dns-endpoints ................... ~ 0.31ms
  2026-06-20 08:57:13 /api/v1/user/top-domains ..................... ~ 0.03ms
  2026-06-20 08:57:13 /api/v1/user/devices ....................... ~ 504.45ms
  2026-06-20 08:57:18 /api/v1/node/resolver/config ............... ~ 654.33ms
  2026-06-20 08:57:18 /api/v1/node/nodes/heartbeat ............... ~ 665.20ms
  2026-06-20 08:57:19 /api/v1/admin/menu-config .................. ~ 512.21ms
  2026-06-20 08:57:19 /api/v1/admin/billing/invoices ............. ~ 513.75ms
  2026-06-20 08:57:20 /api/v1/user/me .............................. ~ 0.90ms
  2026-06-20 08:57:20 /api/v1/user/dashboard ....................... ~ 1.32ms
  2026-06-20 08:57:20 /api/v1/admin/users ........................ ~ 506.25ms
  2026-06-20 08:57:20 /api/v1/admin/menu-config .................. ~ 505.33ms
  2026-06-20 08:57:20 /api/v1/user/profiles ........................ ~ 0.09ms
  2026-06-20 08:57:20 /api/v1/user/dns-endpoints ................... ~ 0.09ms
  2026-06-20 08:57:20 /api/v1/user/top-domains ..................... ~ 0.01ms
  2026-06-20 08:57:21 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 08:57:24 /api/v1/internal/geodns/health-view .......... ~ 0.17ms
  2026-06-20 08:57:28 /api/v1/admin/billing/invoices ............. ~ 506.72ms
  2026-06-20 08:57:28 /api/v1/admin/menu-config .................... ~ 0.04ms
  2026-06-20 08:57:29 /api/v1/user/me .............................. ~ 0.09ms
  2026-06-20 08:57:29 /api/v1/user/dashboard ....................... ~ 0.22ms
  2026-06-20 08:57:29 /api/v1/admin/users .......................... ~ 0.10ms
  2026-06-20 08:57:29 /api/v1/admin/menu-config .................. ~ 504.90ms
  2026-06-20 08:57:29 /api/v1/user/profiles ...................... ~ 504.95ms
  2026-06-20 08:57:29 /api/v1/user/dns-endpoints ................... ~ 0.10ms
  2026-06-20 08:57:29 /api/v1/user/top-domains ..................... ~ 0.02ms
  2026-06-20 08:57:29 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 08:57:32 /api/v1/admin/billing/invoices ............. ~ 501.61ms
  2026-06-20 08:57:32 /api/v1/admin/menu-config .................. ~ 501.73ms
  2026-06-20 08:57:32 /api/v1/admin/users .......................... ~ 0.02ms
  2026-06-20 08:57:32 /api/v1/admin/menu-config .................... ~ 0.11ms
  2026-06-20 08:57:32 /api/v1/user/dashboard ..................... ~ 504.04ms
  2026-06-20 08:57:32 /api/v1/user/me ............................ ~ 504.07ms
  2026-06-20 08:57:32 /api/v1/user/dns-endpoints ................... ~ 0.01ms
  2026-06-20 08:57:32 /api/v1/user/profiles ........................ ~ 0.01ms
  2026-06-20 08:57:33 /api/v1/user/top-domains ..................... ~ 0.01ms
  2026-06-20 08:57:33 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 08:57:39 /api/v1/internal/geodns/health-view .......... ~ 0.33ms
  2026-06-20 08:57:43 /api/v1/admin/billing/invoices ................... ~ 1s
  2026-06-20 08:57:43 /api/v1/admin/menu-config ........................ ~ 1s
  2026-06-20 08:57:44 /api/v1/user/me .............................. ~ 0.21ms
  2026-06-20 08:57:44 /api/v1/user/dashboard ....................... ~ 0.15ms
  2026-06-20 08:57:44 /api/v1/admin/users .......................... ~ 0.09ms
  2026-06-20 08:57:44 /api/v1/admin/menu-config .................... ~ 0.10ms
  2026-06-20 08:57:44 /api/v1/user/profiles ...................... ~ 505.32ms
  2026-06-20 08:57:44 /api/v1/user/dns-endpoints ................. ~ 505.48ms
  2026-06-20 08:57:44 /api/v1/user/top-domains ..................... ~ 0.01ms
  2026-06-20 08:57:45 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 08:57:46 /api/v1/admin/billing/invoices ................... ~ 1s
  2026-06-20 08:57:47 /api/v1/admin/menu-config .................... ~ 0.06ms
  2026-06-20 08:57:47 /api/v1/user/me .............................. ~ 0.34ms
  2026-06-20 08:57:48 /api/v1/user/dashboard ....................... ~ 0.28ms
  2026-06-20 08:57:48 /api/v1/admin/users .......................... ~ 0.20ms
  2026-06-20 08:57:48 /api/v1/admin/menu-config .................. ~ 501.59ms
  2026-06-20 08:57:48 /api/v1/user/profiles ...................... ~ 501.57ms
  2026-06-20 08:57:48 /api/v1/user/dns-endpoints ................... ~ 0.11ms
  2026-06-20 08:57:48 /api/v1/node/nodes/heartbeat ................. ~ 0.09ms
  2026-06-20 08:57:48 /api/v1/node/resolver/config ................. ~ 0.08ms
  2026-06-20 08:57:48 /api/v1/user/top-domains ..................... ~ 0.07ms
  2026-06-20 08:57:48 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 08:57:54 /api/v1/internal/geodns/health-view .......... ~ 1.86ms
  2026-06-20 08:58:09 /api/v1/internal/geodns/health-view .......... ~ 0.41ms
  2026-06-20 08:58:12 /api/v1/user/me ............................ ~ 504.98ms
  2026-06-20 08:58:12 /api/v1/user/me .............................. ~ 0.03ms
  2026-06-20 08:58:12 /api/v1/user/profiles ........................ ~ 0.02ms
  2026-06-20 08:58:12 /api/v1/user/usage ........................... ~ 0.21ms
  2026-06-20 08:58:12 /api/v1/user/wallet .......................... ~ 0.01ms
  2026-06-20 08:58:12 /api/v1/user/subscription .................... ~ 0.01ms
  2026-06-20 08:58:12 /api/v1/user/referral-link ................. ~ 505.25ms
  2026-06-20 08:58:12 /api/v1/user/membership ...................... ~ 0.02ms
  2026-06-20 08:58:17 /api/v1/user/wallet/recharge ................. ~ 0.36ms
  2026-06-20 08:58:17 /api/v1/user/me ............................ ~ 501.16ms
  2026-06-20 08:58:17 /api/v1/user/usage ........................... ~ 0.01ms
  2026-06-20 08:58:17 /api/v1/user/wallet .......................... ~ 0.01ms
  2026-06-20 08:58:17 /api/v1/user/subscription .................... ~ 0.01ms
  2026-06-20 08:58:17 /api/v1/user/referral-link ................... ~ 0.01ms
  2026-06-20 08:58:17 /api/v1/user/membership ...................... ~ 0.01ms
  2026-06-20 08:58:18 /api/v1/node/nodes/heartbeat ................. ~ 0.06ms
  2026-06-20 08:58:18 /api/v1/node/resolver/config ................. ~ 0.13ms
  2026-06-20 08:58:24 /api/v1/internal/geodns/health-view .......... ~ 0.24ms
  2026-06-20 08:58:32 /api/v1/user/me .............................. ~ 0.12ms
  2026-06-20 08:58:32 /api/v1/user/dashboard ....................... ~ 0.01ms
  2026-06-20 08:58:32 /api/v1/user/profiles ........................ ~ 0.01ms
  2026-06-20 08:58:32 /api/v1/user/dns-endpoints ................... ~ 0.01ms
  2026-06-20 08:58:33 /api/v1/user/top-domains ..................... ~ 0.01ms
  2026-06-20 08:58:33 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 08:58:39 /api/v1/internal/geodns/health-view .......... ~ 0.45ms
  2026-06-20 08:58:48 /api/v1/node/resolver/config ................. ~ 0.88ms
  2026-06-20 08:58:48 /api/v1/node/nodes/heartbeat ................. ~ 1.18ms
  2026-06-20 08:58:54 /api/v1/internal/geodns/health-view .......... ~ 0.14ms
  2026-06-20 08:59:09 /api/v1/internal/geodns/health-view .......... ~ 0.55ms
  2026-06-20 08:59:18 /api/v1/node/resolver/config ................. ~ 0.11ms
  2026-06-20 08:59:18 /api/v1/node/nodes/heartbeat ................. ~ 0.22ms
  2026-06-20 08:59:24 /api/v1/internal/geodns/health-view ........ ~ 501.82ms
  2026-06-20 08:59:39 /api/v1/internal/geodns/health-view .......... ~ 0.37ms
  2026-06-20 08:59:48 /api/v1/node/nodes/heartbeat ................. ~ 0.26ms
  2026-06-20 08:59:48 /api/v1/node/resolver/config ................. ~ 0.35ms
  2026-06-20 08:59:54 /api/v1/internal/geodns/health-view .......... ~ 0.26ms
  2026-06-20 08:59:58 /api/v1/user/me .............................. ~ 0.10ms
  2026-06-20 08:59:58 /api/v1/user/settings ........................ ~ 0.01ms
  2026-06-20 08:59:58 /api/v1/user/profiles ........................ ~ 0.01ms
  2026-06-20 08:59:58 /api/v1/dns-config ........................... ~ 0.01ms
  2026-06-20 08:59:58 /api/v1/user/membership ...................... ~ 0.01ms
  2026-06-20 09:00:09 /api/v1/internal/geodns/health-view .......... ~ 0.36ms
  2026-06-20 09:00:12 /api/v1/user/me .............................. ~ 0.94ms
  2026-06-20 09:00:12 /api/v1/user/dashboard ....................... ~ 0.02ms
  2026-06-20 09:00:12 /api/v1/user/profiles ........................ ~ 0.01ms
  2026-06-20 09:00:12 /api/v1/user/dns-endpoints ................... ~ 0.01ms
  2026-06-20 09:00:12 /api/v1/user/top-domains ................... ~ 500.64ms
  2026-06-20 09:00:12 /api/v1/user/devices ......................... ~ 0.03ms
  2026-06-20 09:00:18 /api/v1/node/resolver/config ................. ~ 0.81ms
  2026-06-20 09:00:18 /api/v1/node/nodes/heartbeat ............... ~ 506.28ms
  2026-06-20 09:00:24 /api/v1/internal/geodns/health-view .......... ~ 0.84ms
  2026-06-20 09:00:28 /api/v1/user/me .............................. ~ 0.39ms
  2026-06-20 09:00:28 /api/v1/user/dashboard ....................... ~ 0.02ms
  2026-06-20 09:00:28 /api/v1/user/me .............................. ~ 0.03ms
  2026-06-20 09:00:28 /api/v1/user/profiles ........................ ~ 0.12ms
  2026-06-20 09:00:28 /api/v1/user/dashboard ..................... ~ 502.47ms
  2026-06-20 09:00:28 /api/v1/user/dns-endpoints ................. ~ 505.69ms
  2026-06-20 09:00:28 /api/v1/user/profiles ........................ ~ 1.41ms
  2026-06-20 09:00:28 /api/v1/user/dns-endpoints ................... ~ 0.02ms
  2026-06-20 09:00:28 /api/v1/user/top-domains ..................... ~ 1.59ms
  2026-06-20 09:00:28 /api/v1/user/top-domains ..................... ~ 0.70ms
  2026-06-20 09:00:28 /api/v1/user/devices ......................... ~ 0.02ms
  2026-06-20 09:00:28 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 09:00:39 /api/v1/internal/geodns/health-view ........ ~ 503.97ms
  2026-06-20 09:00:48 /api/v1/node/nodes/heartbeat ................. ~ 0.43ms
  2026-06-20 09:00:48 /api/v1/node/resolver/config ................. ~ 0.59ms
  2026-06-20 09:00:54 /api/v1/internal/geodns/health-view .......... ~ 0.11ms
  2026-06-20 09:01:08 /api/v1/user/me .................................. ~ 1s
  2026-06-20 09:01:08 /api/v1/user/dashboard ........................... ~ 1s
  2026-06-20 09:01:09 /api/v1/admin/billing/invoices ............. ~ 503.50ms
  2026-06-20 09:01:09 /api/v1/admin/menu-config .................... ~ 0.73ms
  2026-06-20 09:01:10 /api/v1/admin/users ........................ ~ 502.76ms
  2026-06-20 09:01:10 /api/v1/admin/menu-config .................. ~ 507.26ms
  2026-06-20 09:01:10 /api/v1/internal/geodns/health-view .......... ~ 8.64ms
  2026-06-20 09:01:10 /api/v1/user/profiles ........................ ~ 0.17ms
  2026-06-20 09:01:10 /api/v1/user/dns-endpoints ................. ~ 501.54ms
  2026-06-20 09:01:10 /api/v1/user/top-domains ..................... ~ 0.01ms
  2026-06-20 09:01:10 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 09:01:17 /api/v1/admin/billing/invoices ............. ~ 506.30ms
  2026-06-20 09:01:17 /api/v1/admin/menu-config .................. ~ 506.49ms
  2026-06-20 09:01:17 /api/v1/user/me .................................. ~ 1s
  2026-06-20 09:01:18 /api/v1/user/dashboard ....................... ~ 0.02ms
  2026-06-20 09:01:18 /api/v1/admin/users .......................... ~ 0.12ms
  2026-06-20 09:01:18 /api/v1/admin/menu-config .................... ~ 0.11ms
  2026-06-20 09:01:18 /api/v1/user/profiles ........................ ~ 0.09ms
  2026-06-20 09:01:18 /api/v1/user/dns-endpoints ................. ~ 501.59ms
  2026-06-20 09:01:18 /api/v1/node/resolver/config ................. ~ 0.02ms
  2026-06-20 09:01:18 /api/v1/node/nodes/heartbeat ................. ~ 0.09ms
  2026-06-20 09:01:18 /api/v1/user/top-domains ..................... ~ 0.08ms
  2026-06-20 09:01:18 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 09:01:24 /api/v1/internal/geodns/health-view .......... ~ 0.34ms
  2026-06-20 09:01:36 /api/v1/auth/login ......................... ~ 501.48ms
  2026-06-20 09:01:39 /api/v1/internal/geodns/health-view ........ ~ 503.70ms
  2026-06-20 09:01:41 /api/v1/user/profiles ........................ ~ 0.06ms
  2026-06-20 09:01:46 /api/v1/user/me .............................. ~ 0.50ms
  2026-06-20 09:01:46 /api/v1/user/dashboard ....................... ~ 1.38ms
  2026-06-20 09:01:46 /api/v1/user/profiles ........................ ~ 0.02ms
  2026-06-20 09:01:46 /api/v1/user/dns-endpoints ................... ~ 0.11ms
  2026-06-20 09:01:46 /api/v1/user/dns-endpoints ................. ~ 501.12ms
  2026-06-20 09:01:47 /api/v1/user/top-domains ..................... ~ 0.01ms
  2026-06-20 09:01:47 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 09:01:48 /api/v1/node/resolver/config ................. ~ 0.06ms
  2026-06-20 09:01:48 /api/v1/node/nodes/heartbeat ................. ~ 0.16ms
  2026-06-20 09:01:54 /api/v1/internal/geodns/health-view .......... ~ 0.41ms
  2026-06-20 09:02:09 /api/v1/internal/geodns/health-view .......... ~ 0.81ms
  2026-06-20 09:02:10 /api/v1/admin/users ........................ ~ 505.24ms
  2026-06-20 09:02:10 /api/v1/admin/menu-config .................. ~ 505.49ms
  2026-06-20 09:02:11 /api/v1/admin/member-catalogs ................ ~ 0.19ms
  2026-06-20 09:02:11 /api/v1/admin/member-rules ................... ~ 0.83ms
  2026-06-20 09:02:18 /api/v1/node/nodes/heartbeat ................. ~ 0.88ms
  2026-06-20 09:02:18 /api/v1/node/resolver/config ................. ~ 1.03ms
  2026-06-20 09:02:24 /api/v1/internal/geodns/health-view .......... ~ 0.73ms
  2026-06-20 09:02:33 /api/v1/admin/member-catalogs .............. ~ 501.19ms
  2026-06-20 09:02:39 /api/v1/internal/geodns/health-view .......... ~ 0.06ms
  2026-06-20 09:02:48 /api/v1/node/resolver/config ................. ~ 0.20ms
  2026-06-20 09:02:48 /api/v1/node/nodes/heartbeat ................. ~ 0.31ms
  2026-06-20 09:02:49 /api/v1/admin/member-catalogs .............. ~ 500.40ms
  2026-06-20 09:02:54 /api/v1/internal/geodns/health-view ........ ~ 501.89ms
  2026-06-20 09:03:09 /api/v1/internal/geodns/health-view .......... ~ 0.31ms
  2026-06-20 09:03:18 /api/v1/node/nodes/heartbeat ................. ~ 0.34ms
  2026-06-20 09:03:18 /api/v1/node/resolver/config ................. ~ 0.51ms
  2026-06-20 09:03:24 /api/v1/internal/geodns/health-view .......... ~ 0.37ms
  2026-06-20 09:03:39 /api/v1/internal/geodns/health-view .......... ~ 1.49ms
  2026-06-20 09:03:48 /api/v1/node/resolver/config ............... ~ 504.31ms
  2026-06-20 09:03:48 /api/v1/node/nodes/heartbeat ............... ~ 504.54ms
  2026-06-20 09:03:54 /api/v1/internal/geodns/health-view .......... ~ 0.18ms
  2026-06-20 09:04:09 /api/v1/internal/geodns/health-view ........ ~ 502.50ms
  2026-06-20 09:04:18 /api/v1/node/nodes/heartbeat ................. ~ 0.31ms
  2026-06-20 09:04:18 /api/v1/node/resolver/config ................. ~ 0.46ms
  2026-06-20 09:04:24 /api/v1/internal/geodns/health-view .......... ~ 0.19ms
  2026-06-20 09:04:39 /api/v1/internal/geodns/health-view .......... ~ 0.49ms
  2026-06-20 09:04:48 /api/v1/node/resolver/config ............... ~ 504.03ms
  2026-06-20 09:04:48 /api/v1/node/nodes/heartbeat ............... ~ 504.25ms
  2026-06-20 09:04:54 /api/v1/internal/geodns/health-view .......... ~ 0.14ms
  2026-06-20 09:05:09 /api/v1/internal/geodns/health-view .......... ~ 0.68ms
  2026-06-20 09:05:18 /api/v1/node/resolver/config ................. ~ 0.20ms
  2026-06-20 09:05:18 /api/v1/node/nodes/heartbeat ................. ~ 0.33ms
  2026-06-20 09:05:24 /api/v1/internal/geodns/health-view .......... ~ 0.21ms
  2026-06-20 09:05:39 /api/v1/internal/geodns/health-view .......... ~ 1.53ms
  2026-06-20 09:05:39 /api/v1/admin/system-config .................. ~ 0.07ms
  2026-06-20 09:05:41 /api/v1/admin/system-config .................. ~ 0.04ms
  2026-06-20 09:05:46 /api/v1/admin/system-config .................. ~ 0.11ms
  2026-06-20 09:05:48 /api/v1/node/resolver/config ................. ~ 0.06ms
  2026-06-20 09:05:48 /api/v1/node/nodes/heartbeat ................. ~ 0.19ms
  2026-06-20 09:05:54 /api/v1/internal/geodns/health-view .......... ~ 0.72ms
  2026-06-20 09:06:06 /api/v1/admin/system-config .................. ~ 0.23ms
  2026-06-20 09:06:09 /api/v1/internal/geodns/health-view .......... ~ 0.10ms
  2026-06-20 09:06:18 /api/v1/node/nodes/heartbeat ............... ~ 504.97ms
  2026-06-20 09:06:18 /api/v1/node/resolver/config ............... ~ 505.55ms
  2026-06-20 09:06:24 /api/v1/internal/geodns/health-view ........ ~ 504.47ms
  2026-06-20 09:06:39 /api/v1/internal/geodns/health-view ........ ~ 504.02ms
  2026-06-20 09:06:48 /api/v1/node/resolver/config ................. ~ 0.11ms
  2026-06-20 09:06:48 /api/v1/node/nodes/heartbeat ................. ~ 0.22ms
  2026-06-20 09:06:54 /api/v1/internal/geodns/health-view .......... ~ 0.05ms
  2026-06-20 09:07:09 /api/v1/internal/geodns/health-view .......... ~ 0.39ms
  2026-06-20 09:07:18 /api/v1/node/resolver/config ................. ~ 0.49ms
  2026-06-20 09:07:18 /api/v1/node/nodes/heartbeat ................. ~ 0.78ms
  2026-06-20 09:07:24 /api/v1/internal/geodns/health-view .......... ~ 0.81ms
  2026-06-20 09:07:39 /api/v1/internal/geodns/health-view .......... ~ 0.36ms
  2026-06-20 09:07:48 /api/v1/node/resolver/config ................. ~ 0.25ms
  2026-06-20 09:07:48 /api/v1/node/nodes/heartbeat ................. ~ 0.39ms
  2026-06-20 09:07:54 /api/v1/internal/geodns/health-view ........ ~ 503.61ms
  2026-06-20 09:08:09 /api/v1/internal/geodns/health-view .......... ~ 0.33ms
  2026-06-20 09:08:18 /api/v1/node/nodes/heartbeat ................. ~ 0.20ms
  2026-06-20 09:08:18 /api/v1/node/resolver/config ................. ~ 0.31ms
  2026-06-20 09:08:24 /api/v1/internal/geodns/health-view .......... ~ 1.18ms
  2026-06-20 09:08:39 /api/v1/internal/geodns/health-view .......... ~ 0.62ms
  2026-06-20 09:08:48 /api/v1/node/resolver/config ............... ~ 504.78ms
  2026-06-20 09:08:48 /api/v1/node/nodes/heartbeat ............... ~ 504.97ms
  2026-06-20 09:08:54 /api/v1/internal/geodns/health-view .......... ~ 0.86ms
  2026-06-20 09:09:09 /api/v1/internal/geodns/health-view .............. ~ 1s
  2026-06-20 09:09:18 /api/v1/node/resolver/config ................. ~ 0.80ms
  2026-06-20 09:09:18 /api/v1/node/nodes/heartbeat ................. ~ 0.95ms
  2026-06-20 09:09:24 /api/v1/internal/geodns/health-view .......... ~ 0.06ms
  2026-06-20 09:09:36 /api/v1/user/me ............................ ~ 505.14ms
  2026-06-20 09:09:36 /api/v1/user/dashboard ..................... ~ 505.72ms
  2026-06-20 09:09:36 /api/v1/user/profiles ........................ ~ 0.01ms
  2026-06-20 09:09:36 /api/v1/user/dns-endpoints ................... ~ 0.01ms
  2026-06-20 09:09:37 /api/v1/user/top-domains ..................... ~ 0.01ms
  2026-06-20 09:09:37 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 09:09:39 /api/v1/internal/geodns/health-view .......... ~ 0.18ms
  2026-06-20 09:09:48 /api/v1/node/nodes/heartbeat ................. ~ 2.37ms
  2026-06-20 09:09:48 /api/v1/node/resolver/config ................. ~ 2.59ms
  2026-06-20 09:09:54 /api/v1/internal/geodns/health-view .......... ~ 0.67ms
  2026-06-20 09:10:09 /api/v1/internal/geodns/health-view .......... ~ 0.54ms
  2026-06-20 09:10:18 /api/v1/node/nodes/heartbeat ................. ~ 0.33ms
  2026-06-20 09:10:18 /api/v1/node/resolver/config ............... ~ 503.29ms
  2026-06-20 09:10:24 /api/v1/internal/geodns/health-view .......... ~ 0.15ms
  2026-06-20 09:10:39 /api/v1/internal/geodns/health-view .......... ~ 0.45ms
  2026-06-20 09:10:48 /api/v1/node/nodes/heartbeat ................. ~ 0.24ms
  2026-06-20 09:10:48 /api/v1/node/resolver/config ................. ~ 0.02ms
  2026-06-20 09:10:53 /api/v1/user/me ............................ ~ 505.58ms
  2026-06-20 09:10:53 /api/v1/user/dashboard ....................... ~ 0.01ms
  2026-06-20 09:10:53 /api/v1/user/profiles ........................ ~ 0.01ms
  2026-06-20 09:10:53 /api/v1/user/dns-endpoints ................... ~ 0.01ms
  2026-06-20 09:10:54 /api/v1/user/top-domains ..................... ~ 0.01ms
  2026-06-20 09:10:54 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 09:10:54 /api/v1/internal/geodns/health-view .......... ~ 0.05ms
  2026-06-20 09:10:58 /api/v1/user/me .............................. ~ 0.49ms
  2026-06-20 09:10:58 /api/v1/user/dashboard ..................... ~ 504.64ms
  2026-06-20 09:10:58 /api/v1/user/profiles ........................ ~ 0.01ms
  2026-06-20 09:10:58 /api/v1/user/dns-endpoints ................... ~ 0.01ms
  2026-06-20 09:10:58 /api/v1/user/top-domains ..................... ~ 0.01ms
  2026-06-20 09:10:58 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 09:11:09 /api/v1/internal/geodns/health-view .......... ~ 0.54ms
  2026-06-20 09:11:15 /api/v1/user/me .............................. ~ 0.55ms
  2026-06-20 09:11:15 /api/v1/user/dashboard ....................... ~ 0.84ms
  2026-06-20 09:11:15 /api/v1/user/profiles ........................ ~ 0.01ms
  2026-06-20 09:11:15 /api/v1/user/dns-endpoints ................. ~ 507.95ms
  2026-06-20 09:11:15 /api/v1/user/top-domains ..................... ~ 0.05ms
  2026-06-20 09:11:16 /api/v1/user/devices ......................... ~ 0.06ms
  2026-06-20 09:11:18 /api/v1/node/resolver/config ................. ~ 0.05ms
  2026-06-20 09:11:18 /api/v1/node/nodes/heartbeat ............... ~ 501.03ms
  2026-06-20 09:11:24 /api/v1/internal/geodns/health-view .......... ~ 1.07ms
  2026-06-20 09:11:39 /api/v1/internal/geodns/health-view .............. ~ 1s
  2026-06-20 09:11:40 /api/v1/admin/menu-config .................. ~ 503.21ms
  2026-06-20 09:11:40 /api/v1/admin/billing/invoices ............. ~ 503.58ms
  2026-06-20 09:11:40 /api/v1/user/me .............................. ~ 0.31ms
  2026-06-20 09:11:41 /api/v1/user/dashboard ..................... ~ 506.06ms
  2026-06-20 09:11:41 /api/v1/admin/system-config ................ ~ 505.65ms
  2026-06-20 09:11:41 /api/v1/admin/menu-config .................... ~ 0.08ms
  2026-06-20 09:11:41 /api/v1/user/profiles ........................ ~ 0.09ms
  2026-06-20 09:11:41 /api/v1/user/dns-endpoints ................... ~ 0.09ms
  2026-06-20 09:11:41 /api/v1/user/top-domains ..................... ~ 0.01ms
  2026-06-20 09:11:41 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 09:11:48 /api/v1/node/resolver/config ................. ~ 0.24ms
  2026-06-20 09:11:48 /api/v1/node/nodes/heartbeat ................. ~ 0.47ms
  2026-06-20 09:11:51 /api/v1/admin/billing/invoices ............... ~ 0.24ms
  2026-06-20 09:11:52 /api/v1/admin/menu-config .................... ~ 0.02ms
  2026-06-20 09:11:52 /api/v1/user/me ............................ ~ 505.08ms
  2026-06-20 09:11:52 /api/v1/user/dashboard ..................... ~ 505.14ms
  2026-06-20 09:11:52 /api/v1/admin/system-config .................. ~ 0.10ms
  2026-06-20 09:11:52 /api/v1/admin/menu-config .................... ~ 0.08ms
  2026-06-20 09:11:52 /api/v1/user/profiles ........................ ~ 0.09ms
  2026-06-20 09:11:52 /api/v1/user/dns-endpoints ................... ~ 0.13ms
  2026-06-20 09:11:52 /api/v1/user/top-domains ..................... ~ 0.01ms
  2026-06-20 09:11:52 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 09:11:54 /api/v1/internal/geodns/health-view .......... ~ 0.82ms
  2026-06-20 09:12:03 /api/v1/user/me ............................ ~ 505.61ms
  2026-06-20 09:12:03 /api/v1/user/dashboard ....................... ~ 0.08ms
  2026-06-20 09:12:03 /api/v1/admin/billing/invoices ............... ~ 0.32ms
  2026-06-20 09:12:03 /api/v1/admin/menu-config .................. ~ 506.09ms
  2026-06-20 09:12:03 /api/v1/user/profiles ...................... ~ 506.35ms
  2026-06-20 09:12:04 /api/v1/admin/system-config .................. ~ 0.33ms
  2026-06-20 09:12:04 /api/v1/admin/menu-config .................... ~ 0.30ms
  2026-06-20 09:12:04 /api/v1/user/dns-endpoints ................. ~ 523.73ms
  2026-06-20 09:12:04 /api/v1/user/top-domains ..................... ~ 0.04ms
  2026-06-20 09:12:04 /api/v1/user/devices ......................... ~ 0.04ms
  2026-06-20 09:12:09 /api/v1/internal/geodns/health-view ........ ~ 503.25ms
  2026-06-20 09:12:18 /api/v1/node/resolver/config ................. ~ 0.45ms
  2026-06-20 09:12:18 /api/v1/node/nodes/heartbeat ................. ~ 0.63ms
  2026-06-20 09:12:24 /api/v1/internal/geodns/health-view .......... ~ 0.74ms
  2026-06-20 09:12:39 /api/v1/internal/geodns/health-view .......... ~ 0.91ms
  2026-06-20 09:12:48 /api/v1/node/resolver/config ................. ~ 0.51ms
  2026-06-20 09:12:48 /api/v1/node/nodes/heartbeat ................. ~ 1.31ms
  2026-06-20 09:12:54 /api/v1/internal/geodns/health-view .......... ~ 0.35ms
  2026-06-20 09:13:09 /api/v1/internal/geodns/health-view .......... ~ 0.38ms
  2026-06-20 09:13:18 /api/v1/node/resolver/config ................. ~ 1.05ms
  2026-06-20 09:13:18 /api/v1/node/nodes/heartbeat ................. ~ 1.86ms
  2026-06-20 09:13:24 /api/v1/internal/geodns/health-view ........ ~ 503.02ms
  2026-06-20 09:13:24 /api/v1/user/me .............................. ~ 0.01ms
  2026-06-20 09:13:24 /api/v1/user/dashboard ....................... ~ 0.01ms
  2026-06-20 09:13:24 /api/v1/user/profiles ........................ ~ 0.02ms
  2026-06-20 09:13:24 /api/v1/user/dns-endpoints ................... ~ 0.01ms
  2026-06-20 09:13:24 /api/v1/user/top-domains ..................... ~ 0.01ms
  2026-06-20 09:13:25 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 09:13:29 /api/v1/user/dashboard ....................... ~ 0.10ms
  2026-06-20 09:13:29 /api/v1/user/dns-endpoints ................... ~ 0.01ms
  2026-06-20 09:13:29 /api/v1/user/top-domains ..................... ~ 0.01ms
  2026-06-20 09:13:29 /api/v1/user/devices ....................... ~ 501.59ms
  2026-06-20 09:13:30 /api/v1/user/dashboard ....................... ~ 0.27ms
  2026-06-20 09:13:30 /api/v1/user/dns-endpoints ................... ~ 0.02ms
  2026-06-20 09:13:31 /api/v1/user/top-domains ..................... ~ 0.01ms
  2026-06-20 09:13:31 /api/v1/user/devices ......................... ~ 0.01ms
  2026-06-20 09:13:33 /api/v1/user/dashboard ....................... ~ 0.06ms
  2026-06-20 09:13:33 /api/v1/user/dns-endpoints ................. ~ 502.07ms
  2026-06-20 09:13:33 /api/v1/user/top-domains ..................... ~ 0.03ms
  2026-06-20 09:13:33 /api/v1/user/devices ......................... ~ 0.02ms
  2026-06-20 09:13:36 /api/v1/user/dashboard ....................... ~ 0.06ms
  2026-06-20 09:13:36 /api/v1/user/dns-endpoints ................... ~ 0.01ms
  2026-06-20 09:13:36 /api/v1/user/top-domains ................... ~ 500.52ms
